wrkstat,partyid,polviews,happy,rincome,born,race,sex,degree,age,marital,hrs1,pres12
Retired,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,Black,Female,High school,52,Divorced,Not applicable,Obama
Retired,Independent,Slghtly conservative,Very happy,Not applicable,Yes,Black,Male,High school,59,Married,Not applicable,Obama
Retired,Strong democrat,Slightly liberal,Pretty happy,Not applicable,Yes,Black,Female,Bachelor,67,Divorced,Not applicable,Obama
Working fulltime,Strong democrat,Moderate,Very happy,$15000 - 19999,Yes,Black,Female,Junior college,31,Married,35,Obama
Retired,Strong democrat,Slghtly conservative,Very happy,Not applicable,Yes,Black,Male,High school,58,Never married,Not applicable,Obama
Working parttime,Independent,Don't know,Not too happy,Not applicable,Yes,White,Male,High school,58,Widowed,8,Not applicable
Retired,Strong democrat,Extremely liberal,Very happy,Not applicable,Yes,Black,Female,Lt high school,83,Married,Not applicable,Not applicable
Retired,Independent,Moderate,Pretty happy,Not applicable,Yes,Black,Female,Junior college,76,Widowed,Not applicable,Not applicable
Working fulltime,"Ind,near dem",Slightly liberal,Not too happy,$25000 or more,Yes,White,Female,High school,27,Married,40,Obama
Retired,Not str republican,Moderate,Pretty happy,$25000 or more,No,White,Male,Lt high school,72,Married,Not applicable,Obama
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,High school,58,Married,40,Romney
Working fulltime,Not str republican,Moderate,Pretty happy,Don't know,Yes,White,Male,High school,19,Never married,25,Not applicable
Retired,"Ind,near dem",Moderate,Very happy,Not applicable,Yes,White,Female,Graduate,69,Married,Not applicable,Obama
Working fulltime,Independent,Moderate,Very happy,$25000 or more,Yes,White,Female,Bachelor,52,Married,40,Romney
Retired,Not str democrat,Liberal,Pretty happy,Not applicable,Yes,White,Female,High school,65,Divorced,Not applicable,Obama
Retired,Strong republican,Conservative,Pretty happy,$10000 - 14999,Yes,White,Male,High school,63,Married,Not applicable,Romney
Temp not working,Strong democrat,Liberal,Pretty happy,$20000 - 24999,Yes,Black,Male,High school,49,Married,Not applicable,Obama
Retired,Strong republican,Conservative,Very happy,Not applicable,Yes,White,Male,High school,76,Married,Not applicable,Romney
Working fulltime,Independent,Moderate,Pretty happy,$20000 - 24999,Yes,White,Male,Lt high school,65,Married,44,Romney
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,28,Never married,60,Romney
Retired,Strong democrat,Slightly liberal,Pretty happy,Not applicable,Yes,White,Female,High school,82,Widowed,Not applicable,Obama
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,49,Never married,55,Not applicable
Working fulltime,Strong democrat,Conservative,Pretty happy,$20000 - 24999,Yes,Black,Male,Bachelor,33,Never married,65,Obama
"Unempl, laid off",Strong republican,Conservative,Not too happy,$4000 to 4999,Yes,White,Male,High school,60,Divorced,Not applicable,Romney
Keeping house,"Ind,near rep",Conservative,Very happy,Not applicable,Yes,White,Female,High school,69,Widowed,Not applicable,Romney
Working fulltime,Not str democrat,Moderate,Not too happy,$8000 to 9999,Yes,Black,Female,High school,39,Separated,40,Obama
Working fulltime,Not str democrat,Slghtly conservative,Pretty happy,$25000 or more,Yes,Black,Female,Graduate,37,Never married,40,Obama
Keeping house,Not str democrat,Moderate,Not too happy,$25000 or more,Yes,Black,Female,High school,44,Never married,Not applicable,Obama
Working fulltime,"Ind,near dem",Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,Junior college,36,Divorced,50,Romney
Other,Independent,Extremely liberal,Pretty happy,Not applicable,Yes,Other,Male,Junior college,43,Never married,Not applicable,Not applicable
Working fulltime,"Ind,near rep",Slghtly conservative,Very happy,$5000 to 5999,Yes,Black,Male,High school,44,Divorced,50,Obama
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$3000 to 3999,Yes,Black,Female,Graduate,66,Never married,40,Obama
Other,Not str democrat,Extrmly conservative,Not too happy,Not applicable,Yes,Black,Female,Lt high school,75,Separated,Not applicable,Not applicable
Retired,Not str republican,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Female,High school,73,Widowed,Not applicable,Not applicable
School,Strong democrat,Conservative,Not too happy,$1000 to 2999,Yes,Black,Male,Lt high school,61,Divorced,Not applicable,Obama
Other,Independent,Extremely liberal,Pretty happy,Not applicable,Yes,Black,Male,Lt high school,58,Never married,Not applicable,Not applicable
Keeping house,Strong democrat,Moderate,Pretty happy,Not applicable,Yes,White,Female,Junior college,37,Separated,Not applicable,Not applicable
Working fulltime,Independent,Slightly liberal,Very happy,$20000 - 24999,Yes,Black,Male,High school,30,Married,45,Not applicable
Keeping house,Strong republican,Extremely liberal,Pretty happy,Not applicable,Yes,Black,Female,High school,44,Divorced,Not applicable,Obama
Working fulltime,Not str democrat,Liberal,Pretty happy,$20000 - 24999,Yes,Black,Male,High school,48,Married,60,Obama
Other,Not str democrat,Liberal,Not too happy,Not applicable,Yes,White,Female,High school,57,Divorced,Not applicable,Not applicable
Working fulltime,Not str democrat,Slghtly conservative,Not too happy,$25000 or more,Yes,Black,Male,High school,47,Divorced,40,Obama
Retired,Independent,Moderate,Not too happy,Not applicable,Yes,Black,Male,High school,67,Divorced,Not applicable,Obama
Retired,Not str democrat,Slightly liberal,Very happy,Not applicable,Yes,Black,Female,Lt high school,70,Married,Not applicable,Not applicable
Retired,Strong democrat,Slightly liberal,Pretty happy,Not applicable,Yes,Black,Female,Bachelor,69,Widowed,Not applicable,Obama
Working fulltime,"Ind,near rep",Slightly liberal,Pretty happy,Not applicable,Yes,Black,Female,Junior college,38,Divorced,40,Obama
Working fulltime,Not str democrat,Slightly liberal,Pretty happy,Refused,Yes,Black,Female,Bachelor,25,Never married,40,Obama
Working fulltime,Not str democrat,Moderate,Pretty happy,$25000 or more,Yes,White,Female,Junior college,39,Never married,55,Romney
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Female,High school,55,Never married,50,Romney
Working fulltime,Independent,Moderate,Pretty happy,Not applicable,Yes,Other,Male,Junior college,27,Never married,41,Not applicable
Working fulltime,Not str democrat,Conservative,Pretty happy,$10000 - 14999,Yes,White,Female,High school,21,Never married,40,Not applicable
Keeping house,"Ind,near dem",Liberal,Pretty happy,Not applicable,Yes,White,Female,High school,59,Divorced,Not applicable,Obama
Working parttime,Strong democrat,Moderate,Not too happy,$8000 to 9999,Yes,Black,Female,Bachelor,61,Divorced,20,Obama
Working parttime,"Ind,near rep",Moderate,Not too happy,$20000 - 24999,Yes,Black,Female,High school,58,Divorced,20,Obama
Working fulltime,"Ind,near dem",Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,52,Never married,65,Romney
Working parttime,Strong republican,Conservative,Very happy,Not applicable,Yes,White,Female,Graduate,61,Widowed,No answer,Romney
Retired,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Female,Graduate,63,Married,Not applicable,Romney
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,White,Male,Graduate,86,Married,Not applicable,Obama
Keeping house,Independent,Slightly liberal,Pretty happy,Not applicable,No,White,Female,Junior college,82,Married,Not applicable,Obama
Working fulltime,Not str democrat,Moderate,Pretty happy,$25000 or more,Yes,Black,Male,High school,32,Never married,40,Obama
Working fulltime,"Ind,near rep",Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Male,High school,50,Married,40,Obama
Keeping house,Not str democrat,Moderate,Pretty happy,Not applicable,No,Other,Female,High school,55,Divorced,Not applicable,Not applicable
Keeping house,Independent,Moderate,Pretty happy,$15000 - 19999,Yes,White,Male,High school,38,Married,Not applicable,Not applicable
Keeping house,Strong democrat,Moderate,Pretty happy,$8000 to 9999,Yes,Black,Female,High school,39,Divorced,Not applicable,No answer
School,"Ind,near dem",Liberal,Very happy,$10000 - 14999,Yes,Black,Male,High school,19,Never married,Not applicable,Not applicable
Working fulltime,Strong democrat,Moderate,Pretty happy,Not applicable,Yes,Black,Female,High school,45,Never married,40,Not applicable
"Unempl, laid off",Independent,Slightly liberal,Pretty happy,$15000 - 19999,Yes,Black,Male,High school,23,Never married,Not applicable,Not applicable
Retired,Strong republican,Conservative,Pretty happy,Not applicable,Yes,White,Female,Graduate,73,Never married,Not applicable,Romney
Keeping house,Strong republican,Conservative,Not too happy,Not applicable,Yes,White,Female,High school,50,Divorced,Not applicable,Not applicable
Retired,Strong democrat,Moderate,Very happy,Not applicable,Yes,Black,Female,Bachelor,67,Married,Not applicable,Obama
Temp not working,Independent,Extrmly conservative,Not too happy,Not applicable,Yes,Black,Female,High school,37,Never married,Not applicable,Obama
Working fulltime,Strong democrat,Conservative,Very happy,$25000 or more,Yes,Black,Female,High school,40,Never married,47,Obama
Working fulltime,Other party,Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,41,Never married,40,Not applicable
Retired,Strong democrat,Extremely liberal,Very happy,Not applicable,Yes,Black,Male,Bachelor,65,Married,Not applicable,Obama
Working fulltime,Not str republican,Slghtly conservative,Very happy,$25000 or more,Yes,White,Male,High school,57,Married,40,Romney
Working fulltime,Not str democrat,Liberal,Very happy,Refused,Yes,White,Male,Bachelor,37,Married,46,Obama
Retired,Strong republican,Moderate,Very happy,Not applicable,Yes,White,Male,Bachelor,86,Divorced,Not applicable,Romney
Working parttime,Strong democrat,Extremely liberal,Pretty happy,$15000 - 19999,Yes,White,Female,High school,67,Married,10,Obama
Retired,Not str republican,Conservative,Very happy,Not applicable,No,White,Male,High school,80,Married,Not applicable,Romney
Retired,Strong republican,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Female,High school,49,Married,Not applicable,Romney
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,32,Married,40,Obama
Working fulltime,Not str republican,Moderate,Very happy,$25000 or more,Yes,White,Female,Graduate,33,Married,40,Obama
"Unempl, laid off",Strong democrat,Slightly liberal,Not too happy,Not applicable,Yes,White,Female,High school,56,Divorced,Not applicable,Not applicable
Working fulltime,"Ind,near dem",Liberal,Very happy,$25000 or more,Yes,White,Female,Bachelor,61,Divorced,36,Obama
Retired,"Ind,near rep",Moderate,Very happy,Not applicable,Yes,White,Male,Bachelor,80,Divorced,Not applicable,Not applicable
Working fulltime,"Ind,near rep",Conservative,Not too happy,$25000 or more,No,Black,Male,Junior college,48,Divorced,45,Not applicable
Working parttime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,65,Divorced,4,Not applicable
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,No,White,Male,High school,61,Married,47,Romney
Retired,Independent,Liberal,Pretty happy,Not applicable,Yes,White,Female,High school,73,Married,Not applicable,Obama
Working fulltime,Independent,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Male,High school,57,Married,30,Not applicable
Keeping house,Independent,Conservative,Very happy,Not applicable,Yes,White,Female,High school,71,Married,Not applicable,No answer
Other,Independent,Slghtly conservative,Pretty happy,$15000 - 19999,No,White,Female,High school,58,Divorced,Not applicable,Not applicable
Retired,"Ind,near rep",Conservative,Very happy,$25000 or more,Yes,White,Male,High school,78,Widowed,Not applicable,Romney
Retired,Strong republican,Conservative,Very happy,Not applicable,Yes,White,Male,Graduate,74,Widowed,Not applicable,Romney
Keeping house,"Ind,near dem",Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,52,Divorced,Not applicable,Obama
Working fulltime,"Ind,near rep",Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Male,High school,56,Married,40,Romney
"Unempl, laid off",Not str democrat,Conservative,Not too happy,Not applicable,Yes,White,Female,Junior college,48,Never married,Not applicable,Not applicable
Retired,Strong democrat,Slghtly conservative,Very happy,Not applicable,Yes,White,Male,High school,61,Married,Not applicable,Obama
Working fulltime,Not str republican,Conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,50,Never married,40,Romney
Working fulltime,Other party,Don't know,Pretty happy,$25000 or more,Yes,White,Male,Junior college,25,Never married,36,Not applicable
Working fulltime,Strong democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,Black,Female,Bachelor,36,Never married,40,Obama
"Unempl, laid off","Ind,near dem",Moderate,Not too happy,$15000 - 19999,Yes,Black,Female,Bachelor,45,Never married,Not applicable,No answer
Working fulltime,Independent,Moderate,Pretty happy,$20000 - 24999,Yes,Black,Female,Junior college,53,Never married,40,No answer
Working fulltime,Independent,Extrmly conservative,Very happy,Not applicable,Yes,Black,Male,High school,28,Divorced,50,Obama
Retired,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,89 or older,Widowed,Not applicable,Obama
Retired,Not str republican,Slightly liberal,Pretty happy,$20000 - 24999,Yes,White,Male,High school,89 or older,Married,Not applicable,Romney
Other,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,62,Married,Not applicable,Not applicable
Keeping house,Not str democrat,Moderate,Not too happy,$3000 to 3999,No,White,Female,High school,52,Married,Not applicable,Not applicable
Working fulltime,Not str democrat,Slghtly conservative,Not too happy,$25000 or more,No,White,Male,Lt high school,43,Married,40,Obama
Retired,Strong democrat,Moderate,Pretty happy,Not applicable,No,Black,Female,Bachelor,74,Divorced,Not applicable,Obama
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,61,Separated,40,Not applicable
Working fulltime,No answer,Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Female,Junior college,37,Married,40,Not applicable
Working fulltime,Independent,Don't know,Pretty happy,$25000 or more,Yes,White,Male,High school,45,Married,40,Obama
Working parttime,Independent,Don't know,Pretty happy,$15000 - 19999,Yes,White,Female,High school,36,Married,25,Not applicable
Retired,Not str republican,Slightly liberal,Pretty happy,Not applicable,Yes,White,Female,High school,77,Divorced,Not applicable,Other candidate (specify)
Retired,Strong democrat,Extremely liberal,Not too happy,Not applicable,Yes,White,Male,Lt high school,57,Divorced,Not applicable,Not applicable
